Id,AccountId,Name,Amount,CurrencyIsoCode,StageName,CreatedDate,CloseDate,IsClosed,IsWon
006_v1j7r8pts1yz8d,001_wltq0ezo8y3tsw,Deal - Expansion,5904.01,EUR,Proposal,2024-11-29,,False,False
006_fzaxmxcyizm9ff,001_co62fhd1jbqlg1,Deal - Expansion,22231.22,GBP,Negotiation,2023-11-11,,False,False
006_0aijzn6tdrymie,001_cb9kh90b366948,Deal - New,16176.2,USD,Closed Lost,2025-09-02,2025-10-08,True,False
006_yqfc18pvxiqc9a,001_xymzlafsqgl5x0,Deal - New,21313.84,USD,Closed Lost,2025-04-04,2025-05-05,True,False
006_lrfl9c7a1n6ox1,001_kkb0sdiklzjs83,Deal - Renewal,16332.46,USD,Qualified,2024-11-27,,False,False
006_kgt2i62o34e6fz,001_hfw8texddr780z,Deal - Renewal,15867.05,USD,Closed Won,2023-08-26,2023-09-10,True,True
006_nuw1r31ey51e72,001_9fvrqx7519g1po,Deal - Renewal,9517.14,GBP,Closed Won,2024-10-20,2024-11-11,True,True
006_wr4m6v79armaw1,001_zzcb1h1bmyhyar,Deal - Renewal,5333.97,GBP,Closed Won,2024-08-25,2024-10-30,True,True
006_ya8u82rfl3i3g2,001_f56ig3i4cuijis,Deal - Expansion,14470.49,GBP,Closed Lost,2023-10-05,2023-12-01,True,False
006_0cthpb0qa1qh1t,001_6yo2nbo5bvlzd3,Deal - Expansion,11769.38,USD,Closed Lost,2024-05-17,2024-07-21,True,False
006_4h66bglu02ci4w,001_kr9ed7ixgpnd24,Deal - Renewal,3904.39,GBP,Closed Won,2023-02-21,2023-05-04,True,True
006_xq9dxc2ypb6ind,001_ylgns8r9fjqcwi,Deal - Expansion,14980.08,USD,Closed Lost,2024-10-23,2024-11-20,True,False
006_e4ut41onex2azp,001_515utoyizzl4kw,Deal - Renewal,5357.01,GBP,Qualified,2023-06-04,,False,False
006_jy2anhudb97aus,001_uouv8uh8e38mi7,Deal - New,7295.72,USD,Qualified,2024-04-24,,False,False
006_12o9pd2w2n0xn0,001_afer1ql1z5kcdi,Deal - Expansion,38658.92,USD,Closed Won,2025-09-27,2025-11-03,True,True
006_dfb3gp52c5gell,001_oq48ws7o9n9dib,Deal - Renewal,18180.52,USD,Proposal,2025-02-07,,False,False
006_5v91zny6gzy0kn,001_y24swbi9wwmo3o,Deal - Expansion,10082.4,EUR,Qualified,2025-08-12,,False,False
006_k98qhiqls0gprt,001_3j6g8m5lhcac1c,Deal - Renewal,12550.42,USD,Negotiation,2024-03-26,,False,False
006_bczciy6clpub37,001_y24swbi9wwmo3o,Deal - New,8588.74,AED,Closed Won,2023-03-07,2023-04-15,True,True
006_mb6pmu1icb6hqh,001_dp3atrgi9wnolv,Deal - New,17630.69,USD,Closed Lost,2024-04-01,2024-07-13,True,False
006_12h7oxv7qvigjv,001_vqfdlfjn5dmrqw,Deal - Expansion,7600.31,USD,Qualified,2023-10-06,,False,False
006_vuto5t8z3nndwq,001_s2oeyfr7dxz8to,Deal - Expansion,17746.34,GBP,Proposal,2023-01-05,,False,False
006_ot7v0ghovseb15,001_4aqrdas0htp3sr,Deal - Renewal,11242.36,GBP,Qualified,2024-06-19,,False,False
006_hxjswfr2abyshr,001_du3xnhhz1qtsdy,Deal - Renewal,3995.65,USD,Closed Lost,2023-06-27,2023-10-03,True,False
006_1vat7f9gpizbk9,001_cxgf9rs6cqsksp,Deal - New,4497.67,USD,Closed Won,2023-12-28,2024-01-18,True,True
006_my54wzbolozkzm,001_pd0oidd9ynoi9r,Deal - New,13119.0,USD,Closed Won,2023-09-27,2023-10-17,True,True
006_iiyui2gt4guce5,001_qrk7b5crgbb7uq,Deal - Renewal,4909.5,USD,Closed Won,2024-01-24,2024-03-18,True,True
006_wukb2ieb2iyc3e,001_at4b2r34p1hjf0,Deal - Expansion,19688.62,USD,Closed Won,2025-01-16,2025-02-15,True,True
006_gv9wlv6dtvqqav,001_k5oclhhjblxic6,Deal - New,15208.25,USD,Closed Won,2023-08-30,2023-11-13,True,True
006_1rgfsog27tm63y,001_31zv9t4xf79v4i,Deal - New,12057.57,USD,Closed Won,2025-03-17,2025-06-07,True,True
006_y4913ubt2mcj4q,001_f56ig3i4cuijis,Deal - Renewal,28308.78,USD,Closed Won,2024-11-19,2025-01-25,True,True
006_whykokhdwg61mi,001_fd23v2prk3w799,Deal - Renewal,12082.19,GBP,Qualified,2024-09-30,,False,False
006_ol6q0q02dr1g39,001_o1n3l2e3osuye6,Deal - Renewal,17831.05,USD,Proposal,2023-11-22,,False,False
006_euxowtfvg4v8hk,001_4nx4hgh68npeuo,Deal - New,28817.19,USD,Closed Lost,2023-05-15,2023-06-13,True,False
006_mhaolarx7svg9b,001_f9c6j1qzfg60mp,Deal - Renewal,23652.66,USD,Qualified,2024-03-16,,False,False
006_w4o8mtyyzh48gc,001_lwsyd2tz9xfudc,Deal - Expansion,13505.36,USD,Qualified,2023-10-04,,False,False
006_b5autandx0btaj,001_iyyj4ff69nq2i7,Deal - New,10289.92,EUR,Closed Lost,2023-09-24,2023-10-29,True,False
006_k36vt62nyv5s2d,001_4n3yq5ik5aratj,Deal - Expansion,15210.62,USD,Closed Lost,2025-05-10,2025-05-28,True,False
006_o43fsu5ecjqa95,001_vn9scj4rf2rl9f,Deal - Renewal,11881.61,EUR,Closed Won,2023-12-25,2024-04-10,True,True
006_j6sk5nq82q6m3h,001_afew3phqwb08ux,Deal - Renewal,22406.27,USD,Closed Won,2023-02-08,2023-04-27,True,True
006_pjv5mz47nwskt7,001_7wj1enbqka0gb5,Deal - Expansion,15918.49,USD,Negotiation,2024-02-22,,False,False
006_9zm8jh0jy7d9e4,001_92plxyv9mhdj7i,Deal - Renewal,11803.04,USD,Closed Lost,2025-05-29,2025-06-27,True,False
006_q5mfxshh01609e,001_o9w61434s63b40,Deal - New,12037.14,USD,Closed Lost,2023-06-27,2023-10-05,True,False
006_28cquen1eva0hp,001_do674jhjh56nzy,Deal - Expansion,10037.38,USD,Qualified,2024-04-26,,False,False
006_kurb2s3vfvsdas,001_0lv87824c7npkj,Deal - New,14982.97,GBP,Closed Won,2023-12-15,2024-01-22,True,True
006_qqi34o8rngm07z,001_3wvwih2g29pdhc,Deal - Renewal,10151.84,USD,Proposal,2023-07-25,,False,False
006_9jhrklq1q15zr5,001_69xcv788b6wmy7,Deal - New,9556.06,USD,Closed Lost,2025-07-26,2025-09-10,True,False
006_zvmbl7nb1qix8e,001_f56ig3i4cuijis,Deal - New,17431.27,USD,Negotiation,2023-08-28,,False,False
006_hed2omtck78pk3,001_69xcv788b6wmy7,Deal - Expansion,17300.14,AED,Closed Won,2024-09-26,2024-10-13,True,True
006_vjwf4rza6kjvdu,001_g9czkyip22kzk4,Deal - New,8108.72,GBP,Closed Lost,2023-03-30,2023-07-16,True,False
006_nvd60erty0a1cv,001_iyyj4ff69nq2i7,Deal - New,18763.63,USD,Negotiation,2024-06-11,,False,False
006_hdy7zws9forciv,001_du3xnhhz1qtsdy,Deal - New,12257.15,USD,Closed Won,2024-10-29,2024-12-31,True,True
006_ygbjo2ieo039qw,001_ovs61okn2n1n3a,Deal - Expansion,16843.77,GBP,Closed Lost,2025-05-06,2025-08-20,True,False
006_qgkibe7iagjfmv,001_v2ty5xg9rs3vis,Deal - New,13568.92,USD,Closed Lost,2023-08-10,2023-12-07,True,False
006_ub2i1dzcl37217,001_wdec49xg7xsuvb,Deal - Expansion,4571.71,USD,Closed Won,2024-04-03,2024-04-18,True,True
006_eudur3zoghot4b,001_mvu94200rf864l,Deal - New,5639.05,GBP,Qualified,2023-03-18,,False,False
006_pfmthk9podj2sh,001_hp9dbi7n6kgxn2,Deal - New,23140.1,USD,Negotiation,2023-03-02,,False,False
006_7ss5ae7xcwe6vb,001_hg282igcgl5oo3,Deal - Renewal,15337.6,USD,Closed Won,2023-08-16,2023-09-06,True,True
006_l5im2lshxd2x6f,001_l3pdysy7bmgl3q,Deal - New,30216.44,USD,Closed Lost,2024-05-12,2024-08-02,True,False
006_o15kypwdnr75n0,001_eus2pey0cqjkjh,Deal - New,19602.49,USD,Closed Won,2024-08-30,2024-11-03,True,True
006_z7jtedn2z38hcr,001_v5j384qqw2xo5s,Deal - Renewal,16529.63,USD,Closed Lost,2023-09-09,2023-10-12,True,False
006_1pwlo3gcawdl3w,001_rtc6y00ff5vk6s,Deal - Renewal,20439.57,EUR,Closed Won,2023-05-10,2023-06-12,True,True
006_orz29qrldgn79w,001_wspghpvagwso1f,Deal - New,9758.56,EUR,Qualified,2024-09-24,,False,False
006_et8rso382f7vjz,001_5n0xsqzdu4ijud,Deal - New,13629.35,EUR,Closed Won,2025-06-29,2025-07-25,True,True
006_mumyar7zpjgg1l,001_y4cuvusfi760px,Deal - Renewal,3950.39,USD,Negotiation,2023-09-20,,False,False
006_7meza6hvh4r9x4,001_vycua5ft21nfqs,Deal - New,8499.91,USD,Proposal,2025-02-24,,False,False
006_yasn6cf0yh6nf8,001_f56ig3i4cuijis,Deal - Expansion,12220.49,USD,Qualified,2024-02-29,,False,False
006_2kpv1qerje6nck,001_r6h0wvcqzmvv64,Deal - New,8234.49,USD,Closed Lost,2024-10-05,2024-11-06,True,False
006_n4san2xh6vx6t1,001_5n0xsqzdu4ijud,Deal - Renewal,9236.09,USD,Closed Won,2024-04-27,2024-08-07,True,True
006_qnrx3u1xy8rbdp,001_v5j384qqw2xo5s,Deal - Renewal,19440.15,EUR,Closed Won,2025-06-21,2025-10-12,True,True
006_7v0awqa4wg1nlt,001_ylgns8r9fjqcwi,Deal - Expansion,8559.96,EUR,Qualified,2023-06-21,,False,False
006_9udfuieluu87lb,001_givddkk6mbfn4f,Deal - Renewal,19069.15,EUR,Closed Won,2023-11-27,2023-12-12,True,True
006_4w8cg8hm4xqflc,001_z9fvlq2x5wyuba,Deal - New,11432.47,USD,Closed Lost,2024-02-27,2024-03-19,True,False
006_rdbqqo7jzz5uvk,001_1wpkqoabyo3ah5,Deal - Expansion,23892.48,AED,Qualified,2025-01-24,,False,False
006_k76i1wlzmcra6f,001_vn9scj4rf2rl9f,Deal - Expansion,29086.5,USD,Closed Lost,2023-07-27,2023-10-01,True,False
006_vitgri38hq3k5u,001_z3ukkf7z89kadm,Deal - Expansion,24737.55,EUR,Closed Won,2024-03-08,2024-05-29,True,True
006_ejgrrujpcnrnrb,001_fiw4k67ox3wr78,Deal - Expansion,13328.77,USD,Closed Lost,2024-04-01,2024-04-18,True,False
006_gvoif9l3bo3phq,001_3dntkakswejkyz,Deal - Expansion,15427.07,USD,Closed Won,2024-12-12,2025-03-30,True,True
006_lxe0y2ygeoqp8e,001_8cju1bfpfwasss,Deal - Expansion,34066.19,USD,Closed Won,2023-12-22,2024-03-26,True,True
006_xax3xj217q8aw1,001_dru6spcv2whelp,Deal - Renewal,7300.75,USD,Qualified,2025-07-07,,False,False
006_r6qu7ifgaoquao,001_31zv9t4xf79v4i,Deal - Expansion,17268.7,USD,Closed Won,2025-02-27,2025-05-06,True,True
006_lg6cpc7gxnjb0i,001_iz288fuowv42rp,Deal - Renewal,17502.46,EUR,Negotiation,2024-07-23,,False,False
006_2o1phqmh3bqxhb,001_jeb7517y5eatjq,Deal - Renewal,13012.38,USD,Closed Won,2024-03-09,2024-04-07,True,True
006_kc7d06opfmvbzl,001_dt9nxi2itd8k4l,Deal - Expansion,11999.83,USD,Closed Lost,2023-03-21,2023-06-06,True,False
006_zalv2wbjqyy25k,001_bgctrwpvi8gmb6,Deal - New,27247.87,AED,Closed Won,2025-05-20,2025-07-08,True,True
006_6am58qqq7hz94f,001_z3ukkf7z89kadm,Deal - Renewal,14841.12,GBP,Qualified,2023-07-04,,False,False
006_h2clvlyt1y3umq,001_iz288fuowv42rp,Deal - Expansion,15299.3,USD,Proposal,2025-09-19,,False,False
006_3h9qmx62nw3694,001_dv5nilkua3i6dn,Deal - New,13258.61,USD,Closed Won,2025-08-13,2025-11-15,True,True
006_c07hi9vb7geo3f,001_vdb00p764noxoe,Deal - Renewal,5984.14,USD,Negotiation,2024-03-31,,False,False
006_ki4wepbenva001,001_kkb0sdiklzjs83,Deal - New,15979.38,AED,Closed Won,2023-01-23,2023-05-05,True,True
006_jxmc1ygsxv5wqa,001_afew3phqwb08ux,Deal - New,16233.53,EUR,Closed Lost,2024-02-03,2024-02-20,True,False
006_67etyjovhsndk3,001_dbszfh2xyp3kwl,Deal - Expansion,5515.59,USD,Proposal,2023-06-17,,False,False
006_mh0qqpksba11rp,001_8h755n7te4hx4v,Deal - Renewal,11687.46,USD,Closed Won,2023-12-11,2024-03-16,True,True
006_6x3u2nipcafxiu,001_l3pdysy7bmgl3q,Deal - Expansion,15352.8,USD,Closed Lost,2025-02-03,2025-03-01,True,False
006_19k0ec5g78zexm,001_ip2qncwvmrwhe2,Deal - New,5940.97,USD,Qualified,2024-03-26,,False,False
006_3xsufj06hrfhou,001_lc4m438xx4tp8o,Deal - New,10621.96,USD,Closed Lost,2024-05-26,2024-07-08,True,False
006_k3rcvbccm44dzj,001_fgmec4rk2p34fp,Deal - Expansion,9793.04,GBP,Closed Won,2024-02-27,2024-03-19,True,True
006_o2xthmjh4nua00,001_8ku2y2qqmacw4u,Deal - Expansion,15314.07,EUR,Closed Lost,2023-11-20,2024-02-25,True,False
006_6c0ldn3xqyzq9w,001_rrhpwsqx2n0xba,Deal - Expansion,10051.22,GBP,Closed Lost,2025-07-18,2025-09-22,True,False
006_hf3lc7ucawhvsy,001_5ciu2hc89i5ywy,Deal - Renewal,18901.2,USD,Proposal,2023-04-27,,False,False
006_3c6mhjcq1u1lg7,001_lzphpk4pigohip,Deal - New,19183.33,USD,Negotiation,2023-03-06,,False,False
006_f9pdmb3ckwlm4e,001_92plxyv9mhdj7i,Deal - Renewal,8374.81,EUR,Closed Lost,2023-01-31,2023-03-01,True,False
006_zxzt3fq2dzgia2,001_iceq6qekiurls8,Deal - New,15455.84,USD,Qualified,2025-01-26,,False,False
006_5gw6zxcohsaof8,001_afew3phqwb08ux,Deal - Renewal,17727.76,USD,Closed Lost,2025-01-03,2025-04-11,True,False
006_8s9fdtf2k14ks1,001_3dntkakswejkyz,Deal - New,4854.91,USD,Closed Lost,2023-01-04,2023-02-22,True,False
006_7ohaed36woeusl,001_27g10klm6ym31w,Deal - New,12995.11,USD,Negotiation,2024-08-31,,False,False
006_s2wgdxmi7hal14,001_ge2laqu2nb2qiw,Deal - Renewal,7902.16,USD,Qualified,2023-12-30,,False,False
006_9zd4g6f5bv3nkb,001_ip2qncwvmrwhe2,Deal - Expansion,20627.92,USD,Closed Lost,2025-04-06,2025-06-11,True,False
006_7sqnan287rfkvu,001_3j6g8m5lhcac1c,Deal - Expansion,16379.94,USD,Qualified,2025-03-12,,False,False
006_88bdkj2417crfj,001_fiw4k67ox3wr78,Deal - New,20545.56,USD,Qualified,2024-05-28,,False,False
006_mk6jygb7k0wygp,001_lwsyd2tz9xfudc,Deal - Expansion,6380.16,EUR,Closed Lost,2023-12-13,2024-03-19,True,False
006_6wxrvzpt835rsw,001_vk5kkloraln8tr,Deal - Renewal,14842.33,USD,Closed Won,2024-09-26,2025-01-23,True,True
006_t98j67ufdxkyk7,001_kkb0sdiklzjs83,Deal - Expansion,34549.7,USD,Proposal,2024-08-02,,False,False
006_hbttkalmvtd4o6,001_fgmec4rk2p34fp,Deal - Renewal,5734.48,USD,Closed Lost,2024-07-01,2024-09-25,True,False
006_oa64yiw7l0u9b5,001_0qaiazvwokvh50,Deal - Expansion,2709.66,USD,Proposal,2023-05-19,,False,False
006_lli5nf2zmg5an2,001_69xcv788b6wmy7,Deal - New,6453.65,USD,Qualified,2024-12-05,,False,False
006_a147do2e0aknfn,001_fiw4k67ox3wr78,Deal - Expansion,22028.07,USD,Negotiation,2025-08-03,,False,False
006_xil0kogcgcykb6,001_cb9kh90b366948,Deal - Expansion,14087.59,EUR,Closed Won,2024-09-01,2024-11-23,True,True
006_ev6pvce3xkvjpg,001_3j6g8m5lhcac1c,Deal - Expansion,30193.47,USD,Closed Lost,2023-09-19,2023-11-18,True,False
006_ylexjjpv3sx3mz,001_vu85owg9p02qf3,Deal - Expansion,4467.53,USD,Closed Won,2023-02-03,2023-05-21,True,True
006_lgciutestoentw,001_wspghpvagwso1f,Deal - Renewal,5454.65,EUR,Closed Lost,2024-10-27,2024-12-17,True,False
006_fo9qm5nf0hlcik,001_qrk7b5crgbb7uq,Deal - New,45653.39,USD,Qualified,2023-03-14,,False,False
006_plgfwdcqg21gkx,001_m8ibaw8vn6hnb3,Deal - Renewal,10821.22,USD,Closed Won,2025-08-28,2025-10-02,True,True
006_i125igai5s3o7m,001_e6elbmac4oks43,Deal - Renewal,6427.88,EUR,Qualified,2024-12-12,,False,False
006_vilu6x5fbmmzof,001_zhx9jj2scykobi,Deal - Renewal,10888.85,USD,Negotiation,2024-09-04,,False,False
006_s8ocx5egcfihti,001_kv3altok3cya5t,Deal - Expansion,15117.72,USD,Closed Won,2024-10-15,2024-12-08,True,True
006_4pft7ie0wbkril,001_0a1gwgn0vdsmt0,Deal - Renewal,9164.95,USD,Proposal,2024-10-07,,False,False
006_7xj1hx0dzq6qfw,001_34v4k38gqgd1x6,Deal - Renewal,22532.75,USD,Closed Lost,2025-07-19,2025-10-14,True,False
006_rat4ox5z06cn07,001_hfw8texddr780z,Deal - Expansion,12473.06,EUR,Proposal,2025-03-02,,False,False
006_4ok2afxezxszp9,001_kkb0sdiklzjs83,Deal - Expansion,8830.08,USD,Negotiation,2025-02-10,,False,False
006_caaa287r94hef2,001_8u39iz503b7qws,Deal - Expansion,9710.91,USD,Closed Won,2024-04-10,2024-07-03,True,True
006_jwdkyudpnqbjek,001_vk8j8y3mimtlzh,Deal - New,26847.56,USD,Closed Won,2025-05-29,2025-09-08,True,True
006_ctoseqthc2cu2z,001_j94obvhekz1031,Deal - Renewal,18480.13,USD,Closed Lost,2024-04-04,2024-07-28,True,False
006_n5ekniiunb75us,001_ylgns8r9fjqcwi,Deal - Renewal,15804.38,USD,Proposal,2025-04-15,,False,False
006_oi5f93ysirghzp,001_ygpebkwhultrws,Deal - Expansion,13044.51,USD,Closed Lost,2023-10-13,2024-01-10,True,False
006_c2p913goddbnuo,001_zhx9jj2scykobi,Deal - Renewal,8158.22,USD,Negotiation,2024-07-25,,False,False
006_dd6279zwzsgoba,001_5ciu2hc89i5ywy,Deal - Expansion,24318.84,USD,Negotiation,2025-05-07,,False,False
006_4gvudetzmr5lcv,001_vf5m3tggce9xqi,Deal - Expansion,12582.45,GBP,Proposal,2025-08-21,,False,False
006_rzf8tsut01trxm,001_ovs61okn2n1n3a,Deal - New,6590.58,USD,Proposal,2025-03-28,,False,False
006_2f18e4bo3twjvk,001_g9czkyip22kzk4,Deal - Renewal,7168.18,USD,Qualified,2023-10-10,,False,False
006_l3bjw4xk0xkfn8,001_expy3en7t0n9qj,Deal - Renewal,11510.55,GBP,Negotiation,2024-08-15,,False,False
006_6sizxgcffcn64y,001_3j6g8m5lhcac1c,Deal - Expansion,9746.55,GBP,Closed Lost,2023-03-10,2023-04-24,True,False
006_vn3xmeeuycg1uj,001_l3pdysy7bmgl3q,Deal - Expansion,13145.36,USD,Qualified,2023-05-28,,False,False
006_o2ktyikk2ebh4o,001_5ciu2hc89i5ywy,Deal - Expansion,5681.78,USD,Negotiation,2024-11-30,,False,False
006_96xe21w96kzxtj,001_anxcfu5zxaoxwl,Deal - Renewal,9816.49,USD,Closed Lost,2023-07-17,2023-09-18,True,False
006_x3smv5r1ve2y8f,001_g5x9dsinevpikt,Deal - New,8240.49,GBP,Closed Lost,2024-04-27,2024-08-11,True,False
006_iw1lw1uujm15e6,001_cxj36umy0n5xop,Deal - New,9093.41,USD,Negotiation,2024-04-06,,False,False
006_31cybc431tlh2u,001_lik5qfi3jqomhl,Deal - Expansion,27087.23,USD,Negotiation,2025-08-04,,False,False
006_5re44n8yelxqgw,001_8fpir6obsnos5a,Deal - Expansion,9427.98,USD,Proposal,2023-12-26,,False,False
006_h5ye5tmz6p8tr1,001_kpmqi2mmvvepwb,Deal - Expansion,10122.71,USD,Negotiation,2024-10-14,,False,False
